Index,Book Name,Author,Rating,Number of Votes,Score,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
7456,dirt music,Tim Winton,3.87,14630,614,9780330490269.0,0330490265,dirt music,,Tim Winton,Fiction,http://books.google.com/books/content?id=TAaM1853zdQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"âe~Generous, earthy and raw . . . Mysteries donâe(tm)t come more heartfelt than thisâe(tm) Independent Georgie Jutland is a mess. At forty, with her career in ruins, she finds herself stranded with a fisherman she doesnâe(tm)t love and two kids whose dead mother she can never replace. Her days have fallen into domestic tedium and social isolation. Her nights are a blur of vodka and pointless loitering in cyberspace. One morning, in the boozy pre-dawn gloom, she looks up from the computer screen to see a shadow lurking on the beach below, and a dangerous new element enters her life. Luther Fox, the local poacher. Jinx. Outcast. So begins an unlikely alliance. Set in the wild landscape of Western Australia, this is a novel about the odds of breaking with the past, a love story about people stifled by grief or regret, whose dreams are lost, whose hopes have dried up. Itâe(tm)s a journey across landscapes within and without, about the music that sometimes arises from the dust. âe~Winton keeps writing fiction that makes the novel feel alive to a continent of possibilitiesâe(tm) Evening Standard âe~Winton is not a great Australian novelist; he is a great novelist, full stopâe(tm) The Times",2008.0,3.86,465.0,9121.0
7457,the inexplicable logic of my life,Benjamin Alire Sáenz,4.13,27198,614,,,,,,,,,,,,
7458,"rogue protocol (the murderbot diaries, #3)",Martha Wells,4.25,128305,614,,,,,,,,,,,,
7459,"shadow of the fox (shadow of the fox, #1)",Julie Kagawa,4.01,23032,614,,,,,,,,,,,,
7460,"ruthless vows (letters of enchantment, #2)",Rebecca Ross,4.03,277394,614,,,,,,,,,,,,
7461,"the templar legacy (cotton malone, #1)",Steve Berry,3.84,54425,613,,,,,,,,,,,,
7462,"one false note (the 39 clues, #2)",Gordon Korman,3.9,53937,613,,,,,,,,,,,,
7463,"crush (crush, #1)",Lacey Weatherford,3.95,23753,613,,,,,,,,,,,,
7464,"by the shores of silver lake (little house, #5)",Laura Ingalls Wilder,4.18,79555,613,,,,,,,,,,,,
7465,"the rosie effect (don tillman, #2)",Graeme Simsion,3.63,136069,613,,,,,,,,,,,,
7466,the cheerleaders,Kara Thomas,3.75,48253,613,,,,,,,,,,,,
7467,the gilded ones,Namina Forna,3.99,51463,613,,,,,,,,,,,,
7468,fateful,Claudia Gray,3.88,11096,612,,,,,,,,,,,,
7469,the third twin,Ken Follett,3.8,37327,612,,,,,,,,,,,,
7470,precious bane,Mary Webb,4.23,3650,611,,,,,,,,,,,,
7471,the tibetan book of living and dying,Sogyal Rinpoche,4.21,30490,611,,,,,,,,,,,,
7472,all families are psychotic,Douglas Coupland,3.7,14421,611,9780007117536.0,0007117531,all families are psychotic,,Douglas Coupland,Dysfunctional families,http://books.google.com/books/content?id=jYBsNp6NPVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On the eve of the next Space Shuttle mission, a divided family comes together... Warm, witty and wise, All Families Are Psychotic is Coupland at the very top of his form: 'Irresistibly hilarious, unique and wonderful' Independent on Sunday In a cheap motel an hour from Cape Canaveral, Janet Drummond takes her medication, and does a rapid tally of the whereabouts of her children. Wade has spent the night in jail; suicidal Bryan is due to arrive at any moment with his vowel-free girlfriend, Shw; and then there is Sarah, 'a bolt of lightning frozen in midflash' -- here in Orlando to be the star of Friday's shuttle mission. With Janet's ex-husband and his trophy wife also in town, Janet spends a moment contemplating her family, and where it all went wrong. Or did it?",2002.0,3.69,279.0,350.0
7473,illuminations,Arthur Rimbaud,4.33,13214,611,,,,,,,,,,,,
7474,mariana,Susanna Kearsley,4.08,25631,611,,,,,,,,,,,,
7475,"sweet filthy boy (wild seasons, #1)",Christina Lauren,3.99,55403,611,,,,,,,,,,,,
7476,a place called here,Cecelia Ahern,3.68,34899,611,,,,,,,,,,,,
7477,i miss the world,Violet LeVoit,3.74,452,611,,,,,,,,,,,,
7478,black-eyed susans,Julia Heaberlin,3.77,35502,611,,,,,,,,,,,,
7479,"the target (will robie, #3)",David Baldacci,4.16,60521,611,,,,,,,,,,,,
7480,the iceman cometh,Eugene O'Neill,3.9,9911,610,,,,,,,,,,,,
7481,"innocent in death (in death, #24)",J.D. Robb,4.4,32686,610,,,,,,,,,,,,
7482,the art of seduction,Robert Greene,3.94,36308,610,9781861977694.0,1861977697,the art of seduction,,Robert Greene,Seduction,http://books.google.com/books/content?id=ZePgwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Which sort of seducer could you be: *Siren? *Rake? *Cold Coquette? *Star? *Comedian? *Charismatic? or *Saint? This book will show you which. 'Charm, persuasion, the ability to create illusions: these are some of the many dazzling gifts of the Seducer, the compelling figure who is able to manipulate, mislead and give pleasure all at once. When raised to the level of art, seduction, an indirect and subtle form of power, has toppled empires, won elections and enslaved great minds. In this beautiful, sensually designed book, Greene unearths the two sides of seduction: the characters and the process. Discover who you, or your pursuer, most resembles. Learn, too, the pitfalls of the anti-Seducer. In part II, immerse yourself in the twenty-four manoeuvres and strategies of the seductive process, the ritual by which a seducer gains mastery over their target. Understand how to 'Choose the Right Victim', 'Appear to Be an Object of Desire' and 'Confuse Desire and Reality'. In addition, Greene provides instruction on how to identify victims by type. Each fascinating character and each cunning tactic demonstrates a fundamental truth about who we are, and the targets we've become - or hope to win over. The Art of Seduction is an indispensable primer on the essence of one of history's greatest weapons and the ultimate power trip.",2004.0,4.06,466.0,13029.0
7483,"separation of power (mitch rapp, #5)",Vince Flynn,4.32,49325,610,,,,,,,,,,,,
7484,freedom at midnight,Dominique Lapierre,4.33,10600,610,,,,,,,,,,,,
7485,"guardians of the west (the malloreon, #1)",David Eddings,4.11,54466,610,,,,,,,,,,,,
7486,"through a glass, darkly",Jostein Gaarder,3.81,8301,610,,,,,,,,,,,,
7487,"a darkness more than night (harry bosch, #7; harry bosch universe, #10)",Michael Connelly,4.16,62472,610,,,,,,,,,,,,
7488,permanent record,Edward Snowden,4.3,54147,610,,,,,,,,,,,,
7489,the boys from brazil,Ira Levin,4.06,39313,609,,,,,,,,,,,,
7490,"the assassin and the underworld (throne of glass, #0.4)",Sarah J. Maas,4.33,51585,609,,,,,,,,,,,,
7491,neil patrick harris: choose your own autobiography,Neil Patrick Harris,3.83,35649,609,,,,,,,,,,,,
7492,the prose edda: norse mythology,Snorri Sturluson,4.16,14587,608,,,,,,,,,,,,
7493,main street,Sinclair Lewis,3.78,26171,608,9781593080365.0,1593080360,main street,,Sinclair Lewis,Fiction,http://books.google.com/books/content?id=YNM9wKuY0UsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Features the story of a college graduate from St. Paul who leaves to marry a doctor in a small, middle-class town, only to find her efforts to bring culture and beauty to the town thwarted by its residents, testing her idealism.",2003.0,3.76,560.0,283.0
7494,how to read literature like a professor,Thomas C. Foster,3.59,31904,608,9780060009427.0,006000942X,how to read literature like a professor,a Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,Literary Criticism,http://books.google.com/books/content?id=irkUlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"What does it mean when a fictional hero takes a journey?. Shares a meal? Gets drenched in a sudden rain shower? Often, there is much more going on in a novel or poem than is readily visible on the surface—a symbol, maybe, that remains elusive, or an unexpected twist on a character—and there's that sneaking suspicion that the deeper meaning of a literary text keeps escaping you. In this practical and amusing guide to literature, Thomas C. Foster shows how easy and gratifying it is to unlock those hidden truths, and to discover a world where a road leads to a quest; a shared meal may signify a communion; and rain, whether cleansing or destructive, is never just rain. Ranging from major themes to literary models, narrative devices, and form, How to Read Literature Like a Professor is the perfect companion for making your reading experience more enriching, satisfying, and fun.",2003.0,3.65,314.0,14917.0
7495,absolute power,David Baldacci,4.2,109009,608,9780330419642.0,0330419641,absolute power,,David Baldacci,Murder,http://books.google.com/books/content?id=7MPcbr9ZgTcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Accomplished and amazing - one of the hottest reads around' DAILY MAIL Set in Washington D.C., this fascinating thriller of unparalleled suspense dares to explore an unthinkable abuse of power and criminal conspiracy: a vicious murder involving the US President and a cover-up orchestrared by his zealously loyal Chief of Staff and the Secret Service. But, unknown to the President and his lackeys, one unlikely witness saw everything.Trapped behind a two-way mirror in a country house in Maryland, Luther Whitney, a professional burglar, witnesses an event that destroys his faith in justice. By the time he escapes, pursued by two Secret Service agents, a young woman has been sexually assaulted, then shot dead. And a breathtaking cover-up has been set in motion. 'Baldacci's prose is fluent and amazing . . . this book is sure to make a killing' THE TIMES 'A high-octane legal thriller. An almost Shakespearian study in the nature of evil - horror in its purest form' SPECTATOR",2003.0,4.16,550.0,79864.0
7496,métaphysique des tubes,Amélie Nothomb,3.94,17103,608,,,,,,,,,,,,
7497,هيبتا,محمد صادق,3.72,56514,608,,,,,,,,,,,,
7498,anya's ghost,Vera Brosgol,3.91,89820,608,,,,,,,,,,,,
7499,"the scarecrow (jack mcevoy, #2; harry bosch universe, #20)",Michael Connelly,4.1,52344,608,,,,,,,,,,,,
7500,"eado's birth (jack's reign, #3)",Julie Mannino,4.77,31,608,,,,,,,,,,,,
7501,pictures of hollis woods,Patricia Reilly Giff,4.03,30064,607,,,,,,,,,,,,
7502,at the mountains of madness and other tales of terror,H.P. Lovecraft,4.25,24463,607,,,,,,,,,,,,
7503,"sorceress of darshiva (the malloreon, #4)",David Eddings,4.11,47039,607,,,,,,,,,,,,
7504,god's smuggler,Brother Andrew,4.37,44059,607,,,,,,,,,,,,
7505,the summons,John Grisham,3.73,79915,607,9780385339599.0,0385339593,the summons,,John Grisham,Fiction,http://books.google.com/books/content?id=2QT0etvJ9gwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ray Atlee and his brother, Forrest, receive a letter from their father, a reclusive, retired judge, instructing them to return home to Clanton, Mississippi, to discuss his estate, but the judge dies before his sons arrive, leaving behind a secret known only to Ray. Reprint. 35,000 first printing.",2005.0,3.69,384.0,56780.0
7506,"the bartimaeus trilogy boxed set (bartimaeus, #1-3)",Jonathan Stroud,4.43,5954,607,,,,,,,,,,,,
7507,"the complete tales and poems of winnie-the-pooh (winnie-the-pooh, #1-4)",A.A. Milne,4.38,470944,607,,,,,,,,,,,,
7508,"child of all nations (buru quartet, #2)",Pramoedya Ananta Toer,4.42,7327,607,,,,,,,,,,,,
7509,"hot six (stephanie plum, #6)",Janet Evanovich,4.19,134139,606,,,,,,,,,,,,
7510,"bright lights, big city",Jay McInerney,3.8,34894,606,,,,,,,,,,,,
7511,"archangel's consort (guild hunter, #3)",Nalini Singh,4.22,44446,606,,,,,,,,,,,,
7512,"the lost stories (ranger's apprentice, #11)",John Flanagan,4.26,35226,606,,,,,,,,,,,,
7513,"pivot point (pivot point, #1)",Kasie West,4.07,29814,606,,,,,,,,,,,,
7514,"a study in charlotte (charlotte holmes, #1)",Brittany Cavallaro,3.75,63516,606,,,,,,,,,,,,
7515,an anonymous girl,Greer Hendricks,3.8,171517,606,,,,,,,,,,,,
7516,"chloe's purpose (jack's reign, #2)",Julie Mannino,4.76,33,606,,,,,,,,,,,,
7517,"imogen, obviously",Becky Albertalli,4.22,24054,606,,,,,,,,,,,,
7518,the stories of john cheever,John Cheever,4.26,15383,605,9780375724428.0,0375724427,the stories of john cheever,,John Cheever,United States,http://books.google.com/books/content?id=W959yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of sixty-one of Cheever's short stories, including four that have never been published in book form.",1978.0,4.27,693.0,12040.0
7519,"intertwined (intertwined, #1)",Gena Showalter,3.87,18805,605,,,,,,,,,,,,
7520,"lost in time (blue bloods, #6)",Melissa de la Cruz,4.04,27733,605,,,,,,,,,,,,
7521,"blind willow, sleeping woman",Haruki Murakami,3.84,41015,605,9781400096084.0,1400096081,"blind willow, sleeping woman",,Haruki Murakami,Fiction,http://books.google.com/books/content?id=xfWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the surreal to the mundane, an anthology of short fiction captures a full range of human experience, emotion, and relationship in works that chronicle a chance reunion in Italy, a holiday in Hawaii, and a romantic exile in Greece.",2007.0,3.84,362.0,1120.0
7522,fight club 2,Chuck Palahniuk,3.04,9293,605,,,,,,,,,,,,
7523,"roses (roses, #2)",Leila Meacham,4.08,17698,604,,,,,,,,,,,,
7524,ramayana,Vālmīki,4.2,5119,604,,,,,,,,,,,,
7525,you against me,Jenny Downham,3.69,18670,604,,,,,,,,,,,,
7526,"who could that be at this hour? (all the wrong questions, #1)",Lemony Snicket,3.84,28608,604,,,,,,,,,,,,
7527,"dust (silo, #3)",Hugh Howey,4.24,107250,604,,,,,,,,,,,,
7528,"split second (sean king & michelle maxwell, #1)",David Baldacci,4.05,77472,604,,,,,,,,,,,,
7529,"rama revealed (rama, #4)",Arthur C. Clarke,3.82,17120,603,,,,,,,,,,,,
7531,morning glory,LaVyrle Spencer,4.27,15670,603,,,,,,,,,,,,
7532,the replacement,Brenna Yovanoff,3.56,20419,603,,,,,,,,,,,,
7533,"the darkest surrender (lords of the underworld, #8)",Gena Showalter,4.38,32577,603,,,,,,,,,,,,
7534,istanbul: memories and the city,Orhan Pamuk,3.82,20840,603,,,,,,,,,,,,
7535,a sand county almanac and sketches here and there,Aldo Leopold,4.3,33479,603,,,,,,,,,,,,
7536,"all in (the naturals, #3)",Jennifer Lynn Barnes,4.34,89099,603,,,,,,,,,,,,
7537,1984,George Orwell,4.19,4840037,603,9780452284234.0,0452284236,1984,,George Orwell,London (England),http://books.google.com/books/content?id=Ocq6hABFxOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Portrays a terrifying vision of life in the future when a totalitarian government, considered a ""Negative Utopia,"" watches over all citizens and directs all activities, becoming more powerful as time goes by.",2003.0,4.17,339.0,9298.0
7538,"elephants can remember (hercule poirot, #42)",Agatha Christie,3.65,44006,602,,,,,,,,,,,,
7539,"sabotaged (the missing, #3)",Margaret Peterson Haddix,3.94,12541,602,,,,,,,,,,,,
7540,the metamorphosis and other stories,Franz Kafka,3.88,1196451,602,9780140283365.0,0140283366,the metamorphosis and other stories,,Franz Kafka;Malcolm Pasley,Fiction,http://books.google.com/books/content?id=SvqhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Startling and bizarre, Kafka's masterpiece tells the story of a young man who becomes an object of disgrace to his family, an outsider in his own home, and a quintessentially alienated man. Part of Penguin's Great Books of the 20th Century series.",2000.0,3.8,216.0,273.0
7541,"the silent corner (jane hawk, #1)",Dean Koontz,3.93,36890,602,,,,,,,,,,,,
7542,a long way home,Saroo Brierley,4.12,65628,602,,,,,,,,,,,,
7543,i kissed shara wheeler,Casey McQuiston,3.88,93271,602,,,,,,,,,,,,
7544,an anthropologist on mars: seven paradoxical tales,Oliver Sacks,4.15,22718,601,,,,,,,,,,,,
7545,"the lady of the rivers (the plantagenet and tudor novels, #1)",Philippa Gregory,4.05,87451,601,,,,,,,,,,,,
7546,life is elsewhere,Milan Kundera,3.96,20123,601,9780060997021.0,0060997028,life is elsewhere,,Milan Kundera;Aaron Asher,Fiction,http://books.google.com/books/content?id=Q4-KVB3OnskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author initially intended to call this novel The Lyrical Age. The lyrical age, according to Kundera, is youth, and this novel, above all, is an epic of adolescence; an ironic epic that tenderly erodes sacrosanct values: childhood, motherhood, revolution, and even poetry. Jaromil is in fact a poet. His mother made him a poet and accompanies him (figuratively) to his love bed and (literally) to his deathbed. A ridiculous and touching character, horrifying and totally innocent (""innocence with its bloody smile""!), Jaromil is at the same time a true poet. He's no creep, he's Rimbaud. Rimbaud entrapped by the communist revolution, entrapped in a somber farce.",2000.0,3.95,432.0,9792.0
7547,"liar, temptress, soldier, spy: four women undercover in the civil war",Karen Abbott,3.76,16462,601,,,,,,,,,,,,
7548,six characters in search of an author,Luigi Pirandello,3.83,20929,601,,,,,,,,,,,,
7549,"holiday in death (in death, #7)",J.D. Robb,4.33,43347,600,,,,,,,,,,,,
7550,gantenbein,Max Frisch,4.01,2618,600,,,,,,,,,,,,
7551,jacob have i loved,Katherine Paterson,3.69,35032,600,,,,,,,,,,,,
7552,confessions of an economic hit man,John Perkins,3.87,37990,600,,,,,,,,,,,,
7553,the devil's arithmetic,Jane Yolen,4.03,60485,600,,,,,,,,,,,,
7554,"lost in a good book (thursday next, #2)",Jasper Fforde,4.13,55032,600,,,,,,,,,,,,
7555,"frog and toad together (frog and toad, #2)",Arnold Lobel,4.26,44593,600,,,,,,,,,,,,
7556,the quincunx,Charles Palliser,4.02,8033,600,,,,,,,,,,,,
7557,revolting rhymes,Roald Dahl,4.15,21179,600,,,,,,,,,,,,
7558,"slide, a modern satire on the excess of greed",Saira Viola,4.32,50,600,,,,,,,,,,,,
7559,"virgin river (virgin river, #1)",Robyn Carr,4.02,75039,600,,,,,,,,,,,,
7560,some girls are,Courtney Summers,3.87,15152,600,,,,,,,,,,,,
7561,"undying (undying, #1)",Bernadette Azizi,4.08,51,600,,,,,,,,,,,,
7562,"tunnels (tunnels, #1)",Roderick Gordon,3.63,18701,600,,,,,,,,,,,,
7563,"take a deep breath - 21 top tips for relaxed, rewarding and healthy life for stressed wage earners",Michal Siwiec,4.18,17,600,,,,,,,,,,,,
7564,as the matzo ball turns,Jozef Rothstein,4.39,31,600,,,,,,,,,,,,
7565,the mystery of revenge (back bay investigation #0),G.X. Chen,4.09,82,600,,,,,,,,,,,,
7566,"interview with a master (interview with a master, #1)",Jason Luke,3.95,5233,600,,,,,,,,,,,,
7567,a capitalist in north korea: my seven years in the hermit kingdom,Felix Abt,3.62,238,600,,,,,,,,,,,,
7568,lucky go happy: make happiness happen!,Paul Van Der Merwe,4.26,88,600,,,,,,,,,,,,
7569,poet anderson ...of nightmares,Tom DeLonge,4.05,1246,600,,,,,,,,,,,,
7570,the book of jubilees,Eric M. Black,4.64,14,600,,,,,,,,,,,,
7571,the summer that melted everything,Tiffany McDaniel,4.02,15103,600,,,,,,,,,,,,
7572,"stuck in the game (dream state saga, #1)",Christopher Keene,3.91,318,600,,,,,,,,,,,,
7573,the infinite jeff: a parable of change (part 1),Will Holcomb,4.57,190,600,,,,,,,,,,,,
7574,"darkdawn (the nevernight chronicle, #3)",Jay Kristoff,4.3,49846,600,,,,,,,,,,,,
7575,"the removable root cause of cancers and other chronic diseases : the effort theory of evolution, chronic diseases and extinction",Paul Ola,3.72,25,600,,,,,,,,,,,,
7576,dragons don't dance ballet,Jennifer Carson,4.39,85,600,,,,,,,,,,,,
7577,fear: trump in the white house,Bob Woodward,3.87,63485,600,,,,,,,,,,,,
7578,i am a little fox,Amrei Fechner,3.75,4,600,,,,,,,,,,,,
7579,eutopia: a novel of terrible optimism,David Nickle,3.37,838,600,,,,,,,,,,,,
7580,the witch of prague & other stories,F. Marion Crawford,3.76,154,600,,,,,,,,,,,,
7581,devil girls,Ed Wood,3.36,45,600,,,,,,,,,,,,
7582,"the case of the velvet claws (perry mason, #1)",Erle Stanley Gardner,3.88,5240,600,,,,,,,,,,,,
7583,nightblood,T. Chris Martindale,3.84,534,600,,,,,,,,,,,,
7584,after midnight,Richard Laymon,3.85,3760,600,,,,,,,,,,,,
7585,the vampyre and other tales of the macabre,Robert Morrison,3.69,3489,600,,,,,,,,,,,,
7586,rappaccini's daughter,Nathaniel Hawthorne,3.91,7417,600,,,,,,,,,,,,
7587,the thing on the doorstep and other weird stories,H.P. Lovecraft,4.27,9935,600,,,,,,,,,,,,
7588,"haunted (david ash, #1)",James Herbert,3.78,8366,600,,,,,,,,,,,,
7589,naomi's room,Jonathan Aycliffe,3.66,5636,600,,,,,,,,,,,,
7590,the old english baron,Clara Reeve,3.02,830,600,,,,,,,,,,,,
7591,"the pines (the pines trilogy, #1)",Robert Dunbar,3.44,854,600,,,,,,,,,,,,
7592,the last man,Mary Wollstonecraft Shelley,3.37,6121,600,,,,,,,,,,,,
7593,the bell in the fog & other stories,Gertrude Atherton,3.37,185,600,,,,,,,,,,,,
7594,the werewolf of paris,Guy Endore,3.62,1301,600,,,,,,,,,,,,
7595,wait and see,Ruby Jean Jensen,3.89,120,600,,,,,,,,,,,,
7596,skin,Kathe Koja,3.78,1138,600,,,,,,,,,,,,
7597,malpertuis: the classic modern gothic novel,Jean Ray,3.9,1253,600,,,,,,,,,,,,
7598,bad brains,Kathe Koja,3.77,570,600,,,,,,,,,,,,
7599,ritual,David Pinner,2.99,766,600,,,,,,,,,,,,
7600,mummies!: classic monsters of pre-code horror comics,Steve Banes,3.68,57,600,,,,,,,,,,,,
7601,the visitor,Chauncey G. Parker,3.32,28,600,,,,,,,,,,,,
7602,in ghostly company,Amyas Northcote,3.55,140,600,,,,,,,,,,,,
7603,the temple of death: the ghost stories of a. c. & r. h. benson,A.C. Benson,3.38,63,600,,,,,,,,,,,,
7604,late victorian gothic tales,Roger Luckhurst,3.85,608,600,,,,,,,,,,,,
7605,one thousand and one ghosts,Alexandre Dumas,3.88,905,600,,,,,,,,,,,,
7606,uncanny stories,May Sinclair,3.66,294,600,,,,,,,,,,,,
7607,"the sorrows of satan; or, the strange experience of one geoffrey tempest, millionaire",Marie Corelli,3.94,1915,600,,,,,,,,,,,,
7608,come with me,Ronald Malfi,3.93,14022,600,,,,,,,,,,,,
7609,kecksies and other twilight tales,Marjorie Bowen,3.81,59,600,,,,,,,,,,,,
7610,vampire city,Paul Féval père,3.39,302,600,,,,,,,,,,,,
7611,the castles of athlin and dunbayne,Ann Radcliffe,3.24,413,600,,,,,,,,,,,,
7612,a pickle for the knowing ones or plain truths in a homespun dress,Timothy Dexter,3.77,319,600,,,,,,,,,,,,
7614,sweeney todd: the string of pearls,James Malcolm Rymer,3.56,2064,600,,,,,,,,,,,,
7615,nachtmahr: strange tales,Hanns Heinz Ewers,4.3,83,600,,,,,,,,,,,,
7616,"the fine print (dreamland billionaires, #1)",Lauren Asher,3.83,559666,600,,,,,,,,,,,,
7617,the parasites,Daphne du Maurier,3.71,2527,600,,,,,,,,,,,,
7618,the king is a witch,Evelyn Eaton,3.42,12,600,,,,,,,,,,,,
7619,"red hands (ben walker, #3)",Christopher Golden,3.55,941,600,,,,,,,,,,,,
7620,the other log of phileas fogg,Philip José Farmer,3.4,662,600,,,,,,,,,,,,
7621,"the flood (blackwater, #1)",Michael McDowell,3.73,48353,600,,,,,,,,,,,,
7622,"horae homileticae (volume 14); or, discourses (principally in the form of skeletons) now first digested into one continued series and forming a",Charles Simeon,0.0,0,600,,,,,,,,,,,,
7623,"skeleton canyon (joanna brady, #5)",J.A. Jance,4.06,6785,600,,,,,,,,,,,,
7624,"skeleton creek (skeleton creek, #1)",Patrick Carman,4.04,8264,600,,,,,,,,,,,,
7625,tom sutton's creepy things,Tom Sutton,3.98,43,600,,,,,,,,,,,,
7626,the pallbearers club,Paul Tremblay,3.1,12706,600,,,,,,,,,,,,
7627,the lost stradivarius,John Meade Falkner,3.51,741,600,,,,,,,,,,,,
7628,"in yana, the touch of undying",Michael Shea,4.04,183,600,,,,,,,,,,,,
7630,"the chilling archives of horror comics, vol. 3: zombies",Jack Cole,4.04,77,600,,,,,,,,,,,,
7631,the devil in love,Jacques Cazotte,3.4,1630,600,,,,,,,,,,,,
7632,the haunted cavern: a caledonian tale,John Palmer Jr.,3.17,12,600,,,,,,,,,,,,
7633,the necromancer,Peter Teuthold,3.59,271,600,,,,,,,,,,,,
7634,rookwood,William Harrison Ainsworth,3.3,114,600,,,,,,,,,,,,
7635,the castle spectre,Matthew Gregory Lewis,3.34,117,600,,,,,,,,,,,,
7636,the yellow sign and other stories,Robert W. Chambers,4.09,991,600,,,,,,,,,,,,
7637,the parasite,Arthur Conan Doyle,3.66,872,600,,,,,,,,,,,,
7638,not to be taken at bed-time & other strange stories,Rosa Mulholland,3.55,22,600,,,,,,,,,,,,
7639,"evil in a mask (roger brook, #9)",Dennis Wheatley,3.86,74,600,,,,,,,,,,,,
7640,"she (she, #1)",H. Rider Haggard,3.57,13513,600,,,,,,,,,,,,
7641,hunting the dinosaurs and other prehistoric animals (the new dinosaur library),Dougal Dixon,3.33,6,600,,,,,,,,,,,,
7642,the unexpected: 18 tales of fright and terror!,Al Ewing,3.16,25,600,,,,,,,,,,,,
7643,the dark star,Robert W. Chambers,3.68,38,600,,,,,,,,,,,,
7644,carolina moon,Nora Roberts,4.09,46567,599,,,,,,,,,,,,
7645,"beyond the highland mist (highlander, #1)",Karen Marie Moning,3.95,71900,599,,,,,,,,,,,,
7646,"lord of the shadows (cirque du freak, #11)",Darren Shan,4.22,23737,599,,,,,,,,,,,,
7647,the code book: the science of secrecy from ancient egypt to quantum cryptography,Simon Singh,4.3,27643,599,,,,,,,,,,,,
7648,i have no mouth & i must scream,Harlan Ellison,3.89,39377,599,,,,,,,,,,,,
7649,"fairest (an unfortunate fairy tale, #2)",Chanda Hahn,4.11,20013,599,,,,,,,,,,,,
7650,the moon and more,Sarah Dessen,3.62,41184,599,,,,,,,,,,,,
7651,just around the bend: más o menos,Renée Paule,4.44,63,599,,,,,,,,,,,,
7652,the millennial reincarnations,Daniel M. Harrison,3.76,41,599,,,,,,,,,,,,
7653,asyri: the wrath of the fire stone,Robyn Ellington-Jones,4.33,12,599,,,,,,,,,,,,
7654,fated to love you (chasing the comet book 1),Kayla Cunningham,4.62,53,599,,,,,,,,,,,,
7655,life on the other side: a psychic's tour of the afterlife,Sylvia Browne,4.03,2720,598,,,,,,,,,,,,
7656,"something blue (darcy & rachel, #2)",Emily Giffin,3.94,227236,598,,,,,,,,,,,,
7657,"persuader (jack reacher, #7)",Lee Child,4.14,94492,598,,,,,,,,,,,,
7658,"geekerella (once upon a con, #1)",Ashley Poston,3.89,67399,598,,,,,,,,,,,,
7659,by your side,Kasie West,3.86,52700,598,,,,,,,,,,,,
7660,"the invisible library (the invisible library, #1)",Genevieve Cogman,3.74,61488,598,,,,,,,,,,,,
7661,conflagration,Teri-Anne,4.34,194,598,,,,,,,,,,,,
7662,"bloodhound (beka cooper, #2)",Tamora Pierce,4.28,39256,597,,,,,,,,,,,,
7663,tick tock,Dean Koontz,3.75,35054,597,,,,,,,,,,,,
7664,"roses are red (alex cross, #6)",James Patterson,4.08,70681,597,,,,,,,,,,,,
7665,"cascade (river of time, #2)",Lisa Tawn Bergren,4.25,11852,597,,,,,,,,,,,,
7666,"the fifth sacred thing (maya greenwood, #1)",Starhawk,4.22,7611,597,,,,,,,,,,,,
7667,a single man,Christopher Isherwood,4.06,34815,597,,,,,,,,,,,,
7668,talisman of el (t.o.e. trilogy #1),Alecia Stone,3.95,539,597,,,,,,,,,,,,
7669,"ship breaker (ship breaker, #1)",Paolo Bacigalupi,3.75,44455,597,,,,,,,,,,,,
7670,"new spring (the wheel of time, #0)",Robert Jordan,4.07,109454,597,,,,,,,,,,,,
7671,the golden scallop (globiuz #2),R.L. Douglas,4.33,3,597,,,,,,,,,,,,
7672,"butcher & blackbird (the ruinous love trilogy, #1)",Brynne Weaver,4.06,334212,597,,,,,,,,,,,,
7673,the water walls,iLana Markarov,4.88,50,597,,,,,,,,,,,,
7674,a very long engagement,Sébastien Japrisot,3.9,7440,596,9780099474548.0,0099474549,a very long engagement,,Sébastien Japrisot,Feature films [DVD],http://books.google.com/books/content?id=4XejAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One bitter night in January 1917, five French soldiers are court-martialled and sent into No-Man's Land. Days later, five corpses are given a hasty burial. After the war, the fiancée of one of the men sets out to discover what happened.",2004.0,3.91,320.0,79.0
7675,"heroes die (the acts of caine, #1)",Matthew Woodring Stover,4.09,12448,596,,,,,,,,,,,,
7676,"changeless (parasol protectorate, #2)",Gail Carriger,3.99,47403,596,,,,,,,,,,,,
7677,the dragonfly pool,Eva Ibbotson,4.05,5261,596,,,,,,,,,,,,
